Precio UF,N Habitaciones,Area m2,N Baños,Comuna,Provincia,Amueblado,Gastos Comunes,Área útil,Estacionamiento,m2 terreno,Enlace,Año de construcción,Agua,Aire Acondicionado,Alarma,Bodega,Chimenea,Placares,Cocina Equipada,Terraza,Portero,Centros comerciales,Cerca de Escuelas,Cocina Integrada,Electricidad,Internet,Patio,Aseos,Piscina,Quincho,Cerca de estación de tren,Calefacción,Jacuzzi,Jardín,Estado de conservación,Gas Natural,Área juegos infantiles,Gimnasio,Seguridad 24 horas,Vista panorámica,Balcón,Pieza de Servicio,Acceso a discapacitados,Cancha de Tenis,Nivel,Sólo familias,Sauna,Ascensor
16.000,5,300,4,Viña del Mar,Valparaíso,,,,True,750,https://www.icasas.cl/propiedad/aa6a-8e9b-90d92331-a9350bc81821-39e7,,,,,,True,,,True,,,,,,,,1,True,True,,,,True,,,,,,,,,,,,,,
23.500,6,450,5,Concón,Valparaíso,,,450,,1.000,https://www.icasas.cl/propiedad/163a-b0ac-3297b839-1666c7e4b7d4-4f2c,2.008,,,,,,,,,,,,,,,,,True,,,,,,Excelente,,,,,,,,,,,,,
12.990,5,190,2,Viña del Mar,Valparaíso,,,,True,610,https://www.icasas.cl/propiedad/ee58-9b2b-190c3aa-ce4999da1fd0-747f,1.950,,,,True,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
12.000,8,300,3,Viña del Mar,Valparaíso,,,,,240,https://www.icasas.cl/propiedad/3cf6-afd1-809e283a-6e76391f4483-4dce,,True,,,True,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,
12.000,5,165,4,Viña del Mar,Valparaíso,,,,True,300,https://www.icasas.cl/propiedad/be8c-93d5-198f8cc-22a8cd12a311-7e5d,,,,,True,,,,True,,,,,,,,,,True,,True,,True,,,,,,,,,,,,,,
3.786,5,133,2,Quilpué,Valparaíso,,,,True,290,https://www.icasas.cl/propiedad/7f72-b51e-6cb18a0f-b86c14291c18-3c44,,,True,,True,,,,,,,,,,,,1,,,,,,True,,,,,,,,,,,,,,
7.500,3,108,2,Viña del Mar,Valparaíso,,,,True,300,https://www.icasas.cl/propiedad/196-a242-19be387-49007a3576ef-7e58,,,,,True,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
7.500,4,200,4,Viña del Mar,Valparaíso,,,,True,250,https://www.icasas.cl/propiedad/1993-8e68-19b2a22-55f41a445f91-77d9,,,,,,,,,True,,,,,,,,1,,,,,,True,,,,,,,True,,,,,,,
"3.147,12",5,,2,Quillota,Quillota,,,116,True,128,https://www.icasas.cl/propiedad/a064-a56c-477270ca-be09eb21c7da-31df,,,,,,,True,True,,,True,True,,,,True,,,,,,,True,,True,True,,,,,,,,,,,
5.390,4,158,3,Casablanca,Valparaíso,Sin amueblar,: true,158,True,5.000,https://www.icasas.cl/propiedad/a72e-9d37-19b4823-8ddb8a945e18-7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.162,3,140,3,Viña del Mar,Valparaíso,,,,True,1.700,https://www.icasas.cl/propiedad/c78c-8f43-96c6af7b-5901f1452f3a-3089,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.000,4,209,3,Viña del Mar,Valparaíso,,,,True,1.563,https://www.icasas.cl/propiedad/fda8-9ec6-1983f67-7d6729894e29-7a7a,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
11.500,4,300,4,Viña del Mar,Valparaíso,,,,,300,https://www.icasas.cl/propiedad/ae6b-ba3b-19bde60-ec38146ddb60-7110,1.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.028,31",3,172,1,Villa Alemana,Valparaíso,,,,,225,https://www.icasas.cl/propiedad/35ac-84b8-19bb3bd-b5a5d6fea063-712e,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
12.400,3,110,2,Puchuncaví,Valparaíso,Amueblado,,110,True,1.000,https://www.icasas.cl/propiedad/530b-969f-19bdbf0-8d5cbcb73d7c-7220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.769,47",6,480,3,El Quisco,San Antonio,Sin amueblar,: true,,True,150,https://www.icasas.cl/propiedad/341f-b457-19a0d80-2c2602d67caa-7745,,True,,,True,,,,,,True,True,True,True,,True,,,,,,,True,,,,,,,,,,,,,,
14.900,5,250,4,Viña del Mar,Valparaíso,,,,True,320,https://www.icasas.cl/propiedad/7be5-bca5-195fe9f-7ed4d9eb5023-7aa5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
22.000,6,337,6,Viña del Mar,Valparaíso,,,,True,930,https://www.icasas.cl/propiedad/d5ce-8c70-36a3d745-3b3aeb3d8144-3426,,,True,,,True,,,True,,,,,,,,,True,True,,True,True,True,,,,,,,,,,,,,,
"5.538,93",4,,3,Villa Alemana,Valparaíso,,,,,,https://www.icasas.cl/propiedad/d5cf-9687-1994bc6-169825d5723a-7382,,,,,,,,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,
7.480,3,96,2,Viña del Mar,Valparaíso,,,,,104,https://www.icasas.cl/propiedad/d07c-a35a-1999c12-c2818f8709cd-7394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.500,7,290,6,Viña del Mar,Valparaíso,,,,True,1.000,https://www.icasas.cl/propiedad/6110-b8f1-19714b7-63699a48de91-7d88,,,,,,True,,,True,,,,,,,,,,True,,,True,True,,,,,,,,True,,,,,,
12.650,6,375,4,Viña del Mar,Valparaíso,,,,True,375,https://www.icasas.cl/propiedad/c7fd-94c6-19bd6a6-c240fce9e25f-751c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.021,23",4,200,2,Algarrobo,San Antonio,Sin amueblar,: true,,True,100,https://www.icasas.cl/propiedad/d8d2-b63a-199f430-1ac982768aef-70e3,,True,,,,True,,True,True,,,,,True,,True,,,,,,,True,,,,,,,,,,,,,,
12.980,6,500,4,Viña del Mar,Valparaíso,,,,,500,https://www.icasas.cl/propiedad/bd09-8382-19bd6a6-e55be2e1889-7701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.900,5,200,3,Concón,Valparaíso,Sin amueblar,: true,200,True,1.000,https://www.icasas.cl/propiedad/936b-b620-6e335961-d7d7804f46b7-3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.500,5,260,5,Quintero,Valparaíso,Sin amueblar,: true,260,True,1.000,https://www.icasas.cl/propiedad/676e-a559-405a09a8-55552b89f71d-3d37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.995,3,221,3,Concón,Valparaíso,Sin amueblar,: true,221,True,1.024,https://www.icasas.cl/propiedad/85fe-876e-1924f19-a6f33d72b2f1-72eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.300,6,139,5,Viña del Mar,Valparaíso,,: true,,True,280,https://www.icasas.cl/propiedad/4e9b-a286-19b490c-b09d3bcab0d2-736d,,True,,,,True,,,,,,,,True,True,True,,,True,,,,,,True,,,True,,True,,,,3,,,
10.999,5,140,3,Viña del Mar,Valparaíso,,,,True,"846,67",https://www.icasas.cl/propiedad/4a7f-b7a2-bfb34b8-8985d00a64ed-3805,,,,,,,,,True,,,,,,,,1,,True,,,,True,,,,,,,,,,,,,,
9.600,3,140,3,Viña del Mar,Valparaíso,,,,True,611,https://www.icasas.cl/propiedad/a54a-b269-197e7db-eaaf5eff403-7989,,,,,,,,,True,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,
"2.341,46",3,69,2,Algarrobo,San Antonio,Sin amueblar,: true,,True,200,https://www.icasas.cl/propiedad/2de-b12a-199f35b-4755778dbbdf-7723,2.022,True,,,,,,True,,,True,True,,True,,True,,,,,,,True,,,,,,,,,,,,,,
12.900,4,285,4,Viña del Mar,Valparaíso,,,,True,575,https://www.icasas.cl/propiedad/8981-bb80-199ad0b-7e61fee78677-740f,,,,,,True,,,True,,,,,,,,,True,True,,,True,True,,,,,,,,,,,,,,
"8.937,82",4,170,3,Viña del Mar,Valparaíso,,,,,,https://www.icasas.cl/propiedad/5894-b0cd-d611600f-71132af367b4-47c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.830,3,140,3,Concón,Valparaíso,,,,True,200,https://www.icasas.cl/propiedad/122f-8701-1999d99-21b4c9eb7615-71c5,,,,,,,,,True,True,,,,,,,,,True,,True,,True,,,,,True,,,,,,,,,
7.200,6,140,5,Viña del Mar,Valparaíso,,,,,90,https://www.icasas.cl/propiedad/2273-b1b9-198dc7a-751661ae4949-74b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.900,4,116,2,Quilpué,Valparaíso,,,,True,266,https://www.icasas.cl/propiedad/6856-80cb-19714b7-c5d541d351ec-764b,,,,,True,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
10.200,4,236,4,Concón,Valparaíso,Sin amueblar,: true,,True,184,https://www.icasas.cl/propiedad/99a3-b917-19a0e7e-d74ae0b8797d-7220,2.000,,,,True,,True,,True,True,True,True,,,,True,,True,True,,True,True,True,,True,True,,True,,,,,,,,,
7.000,3,110,3,Quilpué,Valparaíso,Sin amueblar,: true,,True,92,https://www.icasas.cl/propiedad/5c62-8e86-19765d0-72869b85497d-7f74,2.020,True,,,,,True,True,,True,True,True,True,True,True,True,,True,True,,,,True,,True,,,True,,,,True,,,,,
10.900,5,170,4,Zapallar,Petorca,Amueblado,: true,170,True,5.920,https://www.icasas.cl/propiedad/1b52-823c-19bb325-cb9dbecabd6a-73cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.900,4,"237,5",5,Rinconada,Los Andes,Amueblado,: true,"237,5",True,7.316,https://www.icasas.cl/propiedad/9030-ab95-19bb31f-566cf10505d6-736f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.850,6,400,3,El Quisco,San Antonio,Sin amueblar,: true,,True,172,https://www.icasas.cl/propiedad/db94-bb78-19a08b7-cb493dfab03c-71f2,,True,,,,True,,,True,,True,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,
"7.301,32",10,1.000,6,El Quisco,San Antonio,Sin amueblar,: true,,True,224,https://www.icasas.cl/propiedad/e5a0-9d6c-199f464-340c5e988dba-781e,,True,,,,,,True,True,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,
20.000,5,250,4,Viña del Mar,Valparaíso,,,,True,550,https://www.icasas.cl/propiedad/96e2-8b0a-19be61a-3f0dea9558e9-7543,,,,,True,,,,True,,,,,,,,,True,,,True,,True,,,,,,,,,,,,,,
5.200,2,120,1,Quintero,Valparaíso,Sin amueblar,: true,,,5.200,https://www.icasas.cl/propiedad/cff-bf6e-1958869-89f42ad9f8e0-72ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.000,4,200,3,Viña del Mar,Valparaíso,,,,True,500,https://www.icasas.cl/propiedad/7162-ae09-3c3d318f-8e2fb61072fd-3b04,,,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
7.700,5,,2,Quilpué,Valparaíso,,,,True,290,https://www.icasas.cl/propiedad/eb2a-9b1c-19714b7-9090cc08eb83-7bd7,,,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
6.990,3,112,2,Limache,Marga Marga,,,,True,520,https://www.icasas.cl/propiedad/726b-8ba7-19ac67b-42e8f6451ca1-70ad,,,,,,,,True,,,,,,,,,,True,True,,,,,,,,,True,,,,,,,,,
"1.661,68",2,56,1,Villa Alemana,Valparaíso,,,,,64,https://www.icasas.cl/propiedad/aab3-823b-1992162-cd4e9853588-7383,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
9.500,3,192,4,Quintero,Valparaíso,Sin amueblar,,,True,5.500,https://www.icasas.cl/propiedad/bc37-a225-196adec-a521bc2bd11-807c,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
6.300,3,5.000,2,Limache,Marga Marga,,: true,,True,,https://www.icasas.cl/propiedad/1133-8f3d-298122fc-3b1716b48a9d-355c,2.015,,,,True,True,,,True,,,,,,,,1,,True,,,,True,,,,,,,True,,,,,,,
"4.531,85",3,78,2,Quintero,Valparaíso,Sin amueblar,,,,5.000,https://www.icasas.cl/propiedad/5f50-8477-199c701-23b94d898d55-7839,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
"7.175,43",5,170,3,Viña del Mar,Valparaíso,Sin amueblar,,170,True,400,https://www.icasas.cl/propiedad/a315-8aad-2386099c-4d3ef92610d7-4894,1.962,,,,,,,True,True,,,,,,,,,,,,,,,Bueno,,,,,,True,,,,,,,
10.000,4,150,3,Putaendo,San Felipe de Aconcagua,Semi-amueblado,,,True,11.000,https://www.icasas.cl/propiedad/b569-a3d9-1948b64-6fee8fdab8d7-78c6,,,True,,,True,,True,,True,,,,True,True,True,,,,,,True,,,,,,,,,True,,,,,,
28.000,7,310,6,Viña del Mar,Valparaíso,,,310,True,1.020,https://www.icasas.cl/propiedad/4388-b851-19b5bc6-8c47de2a3e1a-7463,,True,,,True,,True,True,,,,,True,True,,True,,True,True,,,True,True,,,,,True,,,,,,,,,
14.800,4,200,3,Santo Domingo,San Antonio,Sin amueblar,,200,True,1.200,https://www.icasas.cl/propiedad/dde2-8eac-19bdb33-bccd615e9bcb-7638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.000,4,,3,Quilpué,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/526e-8c1f-19738c4-797a3fd77d65-79b5,1.999,,,,,True,,,True,True,,,,,,,,,True,,,,True,,,,,True,,True,,,,,,,
12.000,3,200,3,Quilpué,Valparaíso,,,,True,1.400,https://www.icasas.cl/propiedad/e2a7-9064-cab3b7c-185be4681241-4083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.980,4,200,3,Viña del Mar,Valparaíso,,: true,,,300,https://www.icasas.cl/propiedad/8433-8dc7-19b84b8-732ccc82c75e-722d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.985,04",3,103,2,Villa Alemana,Valparaíso,Sin amueblar,,,,200,https://www.icasas.cl/propiedad/5f4a-822b-19bd94b-4b4000723043-7164,2.017,,True,,True,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,
7.500,4,131,3,Viña del Mar,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/4302-b05d-196adb8-9f0f38570d93-7e17,1.962,,,,True,True,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
11.980,4,200,3,Viña del Mar,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/417b-bf3f-194f568-9e0a04f86793-7dc4,1.997,,,,True,,,,True,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,
12.600,4,188,3,Concón,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/eac1-b75b-1928e00-52142c5b091a-7127,1.998,,,,True,True,,,True,,,,,,,,1,,,,,,True,,,,,,,,True,,,,,,
"5.413,05",4,140,2,El Quisco,San Antonio,,: true,,True,640,https://www.icasas.cl/propiedad/3389-b18d-19475b5-b057c46b8919-7f67,,True,,,,,,,,True,True,,,True,,True,,,,,,,True,,,,,True,,,,,,,,,
13.300,3,155,3,Concón,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/223c-ba0a-190d31d-82549fd61372-7705,,,,,True,,,,True,,,,,,,,,,True,,True,,True,,,,,,,,,,,,,,
"8.056,63",4,5.300,3,Limache,Marga Marga,,: true,,True,,https://www.icasas.cl/propiedad/9721-9b5c-4b77c365-2631022e910e-3310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.900,4,614,3,Concón,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/ee6b-a78e-192db3f-a4fac768d460-70e3,2.005,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
7.198,4,1.250,3,El Quisco,San Antonio,Sin amueblar,: true,,True,141,https://www.icasas.cl/propiedad/afb3-a81b-19a07cc-b0242d370030-780d,,True,,,,True,,,True,,True,True,True,True,,True,,True,True,,,,True,,,,,,,,,,,,,,
"5.538,93",2,52,2,El Quisco,San Antonio,,,,True,52,https://www.icasas.cl/propiedad/d396-8666-19b2e95-dcdeda7af889-7405,,True,,,,,,True,True,,,,True,True,,True,,True,True,,,,,,,,,,,,,,,,,,
"2.014,16",3,270,2,Cartagena,San Antonio,,,,True,80,https://www.icasas.cl/propiedad/18b0-830c-19bd795-446339ae042c-71cd,,True,,,,,,True,,,True,True,,True,,True,,,,,,,True,,,,,True,,,,,,,,,
6.850,4,5.000,3,Algarrobo,San Antonio,Sin amueblar,: true,,True,160,https://www.icasas.cl/propiedad/1083-9c51-19a0db9-fb127b2bfeb2-7350,,True,,,,,,,True,,,,True,True,,True,,,True,,,,,,,,,True,,,,,,,,,
"5.010,21",3,350,2,Algarrobo,San Antonio,,: true,,True,85,https://www.icasas.cl/propiedad/e40e-850d-19b2d68-d2c038f42395-71b0,,True,,,,,,,True,,True,True,True,True,,True,,True,True,,,,True,,,,,True,,,,,,,,,
"4.078,67",8,180,4,El Quisco,San Antonio,,,,True,400,https://www.icasas.cl/propiedad/8f-b500-19b2943-3fc1eb3170e9-72c0,,True,,,,,,,,,True,True,True,True,,,,,,,,,True,,,,,True,,,,,,,,,
3.273,5,100,3,El Quisco,San Antonio,Sin amueblar,,,True,300,https://www.icasas.cl/propiedad/acf9-b9e9-1940405-f6cc934a9874-72ac,,True,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
15.000,8,430,,Viña del Mar,Valparaíso,,,,,585,https://www.icasas.cl/propiedad/8042-afa5-19714b7-fd9fbebd43e3-7699,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
13.750,,,,Zapallar,Petorca,,,,,410,https://www.icasas.cl/propiedad/2a3-8416-19bc392-588b25e9e0e0-7a07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.000,6,358,4,Viña del Mar,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/badb-a30e-19b278e-d772a05af45c-7b00,,,,,True,,,,True,,,,,,,,1,True,True,,,,True,,,,,,,True,,,,,,,
12.237,5,196,2,Quilpué,Valparaíso,Sin amueblar,: true,,True,376,https://www.icasas.cl/propiedad/2ea6-8cb1-1983b26-c03e5e2b4565-7702,1.954,,,,True,,,,True,,True,True,,,,,,True,,True,,,True,,,,,,,,,,,,,,
85.000,10,10.690,6,Algarrobo,San Antonio,,,,True,24.154,https://www.icasas.cl/propiedad/e0da-88f8-193f592-8ef1d17d26fd-7e56,,True,,,True,True,True,True,True,True,,,True,True,,True,,True,,,True,,True,,,,,,True,,,,,,,,
11.000,,,,Quilpué,Valparaíso,,,,True,9.000,https://www.icasas.cl/propiedad/93d1-8e3f-18f8eac-18085c2e6bca-75a0,,,True,,True,,,,,,,,,,,,,,True,,True,,True,,,,,True,,,,,,,,,
"3.902,43",3,400,2,El Quisco,San Antonio,,,,True,90,https://www.icasas.cl/propiedad/756d-a5e7-19b28ef-62c5d93b5a2b-7315,,True,,,,,,,True,,True,True,True,True,,,,,,,,,True,,,,,True,True,True,,,,,,,
3.086,3,84,2,Villa Alemana,Valparaíso,,: true,,True,5.000,https://www.icasas.cl/propiedad/7062-a2b9-1941984-bcc8f7162415-74d1,,True,,,True,True,,,True,,,,,True,True,True,,True,True,,,,,,,,,True,,,,,,,,,
"2.970,88",5,350,2,El Quisco,San Antonio,,,,True,90,https://www.icasas.cl/propiedad/2c48-82b9-19b2e3b-aed6382ab473-76e0,,True,,,,,,True,True,,True,True,True,True,,True,,,,,,,True,,,,,,,,,,,,,,
"3.977,96",,250,,Quintero,Valparaíso,,,,,133,https://www.icasas.cl/propiedad/8246-a3c4-1961977-bbe56ba6f0f2-78aa,2.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.300,5,500,2,El Quisco,San Antonio,Sin amueblar,: true,,True,150,https://www.icasas.cl/propiedad/cb7d-9374-19a07e0-9420c53a166c-7295,,True,,,True,,,,True,,True,True,,True,,True,,,,,,,True,,,,,,True,True,,,,,,,
"12.588,48",4,8.325,4,Algarrobo,San Antonio,,,,True,148,https://www.icasas.cl/propiedad/1e4a-a1f1-199f3da-7d7bbc26a81d-7304,,True,,,,,True,True,True,,,,True,True,,True,,True,True,,,,True,,,,,True,True,True,,,,,,,
10.757,4,"371,7",2,Quilpué,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/bc4a-8da9-11e5fee3-95aceb331bb9-3213,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
"1.510,62",2,,1,Calera,Quillota,,,,,,https://www.icasas.cl/propiedad/c77d-970c-19a6f6d-95344342e9a5-7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.800,5,190,4,Concón,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/8c96-b619-196562b-78871227e96-7b67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.500,5,,3,Concón,Valparaíso,,: true,,True,,https://www.icasas.cl/propiedad/c3b2-a987-195b160-8814544d99ef-7f6f,,,,,,,,,,True,,,,,,,1,,,,,,True,,,,,True,,,,,,,,,
"2.341,46",5,260,2,Cartagena,San Antonio,,,,True,400,https://www.icasas.cl/propiedad/1bfe-b987-1940a39-b4d27338d91b-7d4f,,True,,,,,,,True,,,,,True,,True,,,,,,,True,,,,,,,True,,,,,,,
16.800,3,238,4,Puchuncaví,Valparaíso,,,,True,455,https://www.icasas.cl/propiedad/15e4-a589-1912ac0-947b3277d5be-7a87,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,3,,,
13.000,5,360,4,Viña del Mar,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/58fe-afd1-80bb15f0-b9c69981ff33-3a6b,,,,,,,,,,,,,,,,,1,,True,,,,True,,,,,,,True,True,,,,,,
"4.909,51",7,173,4,El Tabo,San Antonio,Sin amueblar,,,True,500,https://www.icasas.cl/propiedad/3586-88f8-193f507-586be8721bab-7e56,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
16.000,5,600,3,Concón,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/6f7f-9c83-196d1c4-3408cc05bbda-74b2,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
7.000,3,200,2,Viña del Mar,Valparaíso,Sin amueblar,: true,,True,115,https://www.icasas.cl/propiedad/d1ae-b338-199bbf8-74f65e3dc5fa-7862,2.015,True,,True,True,,,,True,True,True,True,True,,,True,,,,,,,True,,True,,,,,,,,,,,,
"12.588,48",4,250,4,Viña del Mar,Valparaíso,Sin amueblar,,,True,900,https://www.icasas.cl/propiedad/4cc-b240-198ed8a-719e7807146d-74ec,1.989,True,,,,,,,True,,True,True,,True,,True,,True,,,,,True,,,,,,,,,,,,,,
19.800,3,140,3,Zapallar,Petorca,,,140,True,478,https://www.icasas.cl/propiedad/38df-85d6-19b52a5-c3e488ed2adf-710d,1.999,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,
8.300,8,325,9,El Quisco,San Antonio,Sin amueblar,: true,,True,600,https://www.icasas.cl/propiedad/b95f-906c-19a085a-852af97f82f5-7291,,True,,,,,,,,,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,
6.000,4,,3,Viña del Mar,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/6e4a-a9e4-1968485-55bdc0b78011-7727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.800,4,115,2,Viña del Mar,Valparaíso,Sin amueblar,,115,,130,https://www.icasas.cl/propiedad/56a8-b6d0-1901b9f-58c76f98266-7b9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.500,4,610,4,Concón,Valparaíso,,,,,,https://www.icasas.cl/propiedad/f8f6-a812-19603c5-21d2e964b758-73da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.294,24",5,140,2,Algarrobo,San Antonio,,: true,,True,,https://www.icasas.cl/propiedad/af08-a449-1960305-92acdbf8af3f-7675,2.100,True,,,True,,True,True,True,,,,,True,True,True,,True,True,,,,True,,,,,True,,True,,,,,,,
"7.301,32",3,110,1,Quilpué,Valparaíso,,,,,900,https://www.icasas.cl/propiedad/e0da-8d8e-193236f-1e9dfca2ccc7-7723,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
17.500,4,288,3,Concón,Valparaíso,,,,True,450,https://www.icasas.cl/propiedad/835294,,,,,,,,,True,True,True,True,,,,,,,,,True,,True,,,,,,,,,,,,,,
"3.147,12",3,100,2,El Quisco,San Antonio,,,,True,200,https://www.icasas.cl/propiedad/da18-9be9-193f4d3-c8df7368d7c3-7e5e,,True,,,,,,,,,,True,,True,True,True,,True,True,,,,,,,,,True,True,,,,True,,,,
9.850,5,140,2,Viña del Mar,Valparaíso,Sin amueblar,: true,,True,300,https://www.icasas.cl/propiedad/f587-8cc0-19b253e-4490f60d8410-757e,2.015,True,,True,True,,,True,True,True,,True,,True,True,True,,,True,,,,True,,True,,,True,,,,,,,,,
8.300,4,5.000,5,Limache,Marga Marga,,,,,,https://www.icasas.cl/propiedad/f8c9-bec3-1939c5d-c9226f18d86e-70e7,2.017,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
"5.538,93",3,90,2,El Quisco,San Antonio,,,,True,90,https://www.icasas.cl/propiedad/c77f-915e-19b29ae-3620f09284b6-7668,,True,,,,,,,True,,,,True,True,,True,,True,True,,,,True,,,,,,,,,,,,,,
"7.049,55",4,190,3,Viña del Mar,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/362e-b3f3-19bde61-98c178046c1-7354,,,,,True,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
"7.427,2",4,219,2,Concón,Valparaíso,,,,,385,https://www.icasas.cl/propiedad/62fb-8be2-1928e53-44a496e713ca-7d53,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
8.500,3,192,3,Viña del Mar,Valparaíso,Sin amueblar,,,True,,https://www.icasas.cl/propiedad/6e81-8424-19a5c54-34f3e314d123-7fec,,True,,,,,True,True,True,,True,True,,True,,True,1,,,,,,True,,,,,,,,,,,,,,
"5.035,39",3,90,1,Villa Alemana,Valparaíso,,: true,,,360,https://www.icasas.cl/propiedad/44ba-a9ce-19b89de-3dd79a525226-7440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.900,4,156,4,Viña del Mar,Valparaíso,Sin amueblar,,,True,500,https://www.icasas.cl/propiedad/5131-afb8-60e2dabb-5e33cbbdeae8-49db,,,,,,,True,True,True,True,True,True,,,,True,,True,,,,,True,,,,,,,,,,,,,,
11.000,4,140,3,Viña del Mar,Valparaíso,Sin amueblar,,,True,296,https://www.icasas.cl/propiedad/ab0c-8790-19bc89b-c8e3c3f61596-763f,1.996,True,True,,True,,True,True,True,True,,True,,,,True,,,,True,True,,True,,True,,,,,True,True,,,,,,
12.900,7,500,5,Viña del Mar,Valparaíso,Sin amueblar,,,True,1.100,https://www.icasas.cl/propiedad/fae6-bd9a-19a046b-5ad01bb96c09-782e,1.916,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,True,True,True,,True,,True,,,,,,True,,,,,,
